餐厅名称,餐厅ID,市场,城市,订单TC,人工干预TC,去除大单TC,人工干预TC占比,准点率,30分钟内送达TC,30分钟送达TC占比,投诉TC,投诉TC占比,平均离店时间,等待骑手时间,等待餐点时间,订单平均完成时间,趟次,并单率,延时时间,宅急送营业时间,延时占营业时间,停单时间,停单占营业时间,骑手实际工作时间,CPH,到店违规占比,妥投违规占比,离店违规占比,到店违规TC,妥投违规TC,离店违规TC,准时TC,计费TC,
PSH374德清正翔,	222,杭州市场,湖州市,375,37,375,9.87%,95.73%,175,46.67%,2,0.53%,21.2,10.3,10.9,30.5,272,1.38,140.4,5040,2.79%,0.0,0%,206.0,1.82,0.0000,0.0160,0.0027,0,6,1,359,371,
PBJ744善缘街,	2358,北京市场,北京市,1577,8,1549,0.51%,95.09%,1066,68.91%,9,0.57%,15.8,4.0,11.8,26.2,773,2.04,82.7,5040,1.64%,4.0,0.08%,681.7,2.31,0.0271,0.0271,0.0116,42,42,18,1471,1578,
GZ2802海航城PH,	383,深圳市场,深圳市,220,10,220,4.55%,98.64%,182,82.73%,0,0%,15.8,6.8,9.1,23.9,177,1.24,69.3,4620,1.5%,0.0,0%,152.8,1.44,0.0000,0.0227,0.0227,0,5,5,217,216,
PS1612柯桥金地PH,	2662,杭州市场,绍兴市,311,54,311,17.36%,100%,212,68.61%,0,0%,16.9,6.7,10.2,26.4,241,1.29,59.0,5033,1.17%,19.1,0.38%,278.4,1.12,0.0032,0.0712,0.0259,1,22,8,309,311,
PSH193浙江奥特莱斯,	790,杭州市场,杭州市,233,54,233,23.18%,91.42%,101,43.35%,3,1.29%,20.8,10.1,10.8,31.7,186,1.25,123.4,4830,2.56%,0.0,0%,210.2,1.11,0.0000,0.0472,0.0300,0,11,7,213,235,
SBR002明珠餐厅,	2089,深圳市场,珠海市,192,79,192,41.15%,97.4%,91,47.4%,2,1.04%,12.4,8.1,5.0,31.4,107,1.79,868.3,5040,17.23%,38.8,0.77%,81.0,2.37,0.0833,0.3385,0.0417,16,65,8,187,180,
PSH174萧山市心,	839,杭州市场,杭州市,309,129,307,41.75%,96.74%,132,43%,5,1.62%,20.9,11.5,9.5,31.1,214,1.44,4.1,5040,0.08%,0.0,0%,300.9,1.03,0.0000,0.0456,0.0391,0,14,12,297,311,
GZ2593壹方城-PH,	255,深圳市场,深圳市,177,7,173,3.95%,100%,44,25.43%,1,0.56%,22.4,12.9,9.5,34.2,117,1.51,235.5,4830,4.88%,10.1,0.21%,110.2,1.61,0.1040,0.1503,0.0231,18,26,4,173,178,
PSH259舟山银泰,	1371,杭州市场,舟山市,251,48,251,19.12%,96.41%,145,57.77%,1,0.4%,18.8,10.2,8.6,29.0,193,1.30,120.9,4830,2.5%,0.0,0%,171.7,1.46,0.0000,0.0000,0.0120,0,0,3,242,251,
PSH240慈溪银泰,	921,杭州市场,宁波市,622,16,618,2.57%,94.34%,374,60.52%,0,0%,18.8,6.7,12.2,28.5,381,1.63,102.8,5040,2.04%,0.0,0%,324.6,1.92,0.0000,0.0307,0.0016,0,19,1,583,623,
GZ2545阳朔PH,	409,深圳市场,桂林市,110,6,110,5.45%,100%,76,69.09%,2,1.82%,13.3,6.9,6.5,26.5,94,1.17,39.8,4830,0.82%,0.0,0%,133.7,0.82,0.0000,0.0091,0.0000,0,1,0,110,110,
PSH470宁海西子国际店PH,	1766,杭州市场,宁波市,165,13,165,7.88%,96.34%,121,73.78%,1,0.61%,17.6,7.5,10.1,25.5,120,1.38,83.2,5040,1.65%,0.0,0%,141.1,1.17,0.0000,0.0244,0.0061,0,4,1,158,165,
PBJ780梨园南街店PHHS,	2302,北京市场,北京市,1490,58,1486,3.89%,98.32%,774,52.12%,9,0.6%,11.2,4.4,6.9,29.2,808,1.84,21.2,5040,0.42%,0.0,0%,825.7,1.80,0.0013,0.0505,0.0047,2,75,7,1460,1491,
PBJ010新世界,	278,北京市场,北京市,309,12,304,3.88%,98.36%,184,60.53%,2,0.65%,18.1,6.3,11.8,27.6,201,1.54,4.4,5040,0.09%,0.0,0%,240.3,1.29,0.0000,0.0099,0.0000,0,3,0,299,309,
PSH425嘉兴八佰伴店PH,	944,杭州市场,嘉兴市,123,44,121,35.77%,99.17%,64,52.89%,1,0.81%,16.4,8.4,8.1,28.8,98,1.26,113.5,5040,2.25%,0.0,0%,138.3,0.89,0.0165,0.1240,0.0000,2,15,0,120,124,
GZ1847西关店PH,	1673,深圳市场,南宁市,187,2,187,1.07%,98.4%,90,48.13%,0,0%,18.7,7.1,11.6,30.0,145,1.29,13.1,6293,0.21%,0.0,0%,206.6,0.91,0.0000,0.0160,0.0053,0,3,1,184,187,
PBJ019望京,	1711,北京市场,北京市,481,29,478,6.03%,93.93%,262,54.81%,3,0.62%,19.2,9.3,10.0,30.1,295,1.63,255.3,5040,5.07%,0.0,0%,239.4,2.01,0.0314,0.0126,0.0460,15,6,22,449,481,
PBJ254常营华联店PH,	1965,北京市场,北京市,381,11,380,2.89%,87.8%,138,36.6%,8,2.1%,20.8,12.2,8.6,34.6,235,1.62,274.4,5040,5.45%,0.0,0%,203.1,1.88,0.0080,0.0398,0.0027,3,15,1,331,383,
GZ2564珠海山姆PH,	1441,深圳市场,珠海市,220,8,220,3.64%,90.41%,70,31.96%,5,2.27%,23.6,13.8,9.8,34.7,155,1.42,317.2,5040,6.29%,40.3,0.8%,130.0,1.69,0.0731,0.1005,0.0731,16,22,16,198,219,
PBJ126华侨城,	861,北京市场,北京市,1181,76,1173,6.44%,96.24%,468,39.97%,14,1.19%,19.7,10.8,8.9,33.8,584,2.02,635.6,5040,12.61%,54.6,1.08%,486.9,2.43,0.0350,0.0974,0.0111,41,114,13,1127,1185,
GZH582惠阳嘉信茂,	1497,广州市场,惠州市,129,0,128,0%,98.44%,67,52.34%,0,0%,17.0,7.1,9.9,29.8,107,1.21,94.4,5040,1.87%,0.0,0%,157.7,0.82,0.0234,0.1406,0.0313,3,18,4,126,129,
GZH536肇庆时代广场店PH,	1640,广州市场,肇庆市,352,32,351,9.09%,96.3%,183,52.14%,1,0.28%,18.5,7.3,11.1,29.8,268,1.31,63.7,5040,1.26%,0.0,0%,315.6,1.12,0.0057,0.0285,0.0342,2,10,12,338,352,
GZH847星河时代PH,	431,深圳市场,深圳市,453,63,449,13.91%,96.43%,143,31.92%,2,0.44%,20.8,9.3,11.5,34.4,299,1.52,1167.4,4830,24.17%,5.7,0.12%,293.6,1.54,0.0000,0.0446,0.0000,0,20,0,432,452,
PSH868萧山万象汇,	2011,杭州市场,杭州市,91,13,88,14.29%,100%,35,40.23%,0,0%,19.7,10.5,9.3,30.9,73,1.25,4.0,4830,0.08%,0.0,0%,170.4,0.53,0.0230,0.0345,0.0115,2,3,1,87,91,
PSH234舟山凯虹广场,	1232,杭州市场,舟山市,204,87,203,42.65%,97.04%,134,66.01%,0,0%,18.7,11.6,7.3,27.7,150,1.36,34.3,5040,0.68%,0.0,0%,180.4,1.13,0.0000,0.0345,0.0000,0,7,0,197,204,
GYY004季华PH,	2684,广州市场,佛山市,75,34,75,45.33%,93.33%,34,45.33%,1,1.33%,19.7,10.5,9.4,32.0,57,1.32,125.6,5033,2.5%,75.5,1.5%,100.7,0.74,0.0000,0.1200,0.0667,0,9,5,70,76,
PSH076余姚华联,	1744,杭州市场,宁波市,560,47,559,8.39%,93.92%,248,44.36%,1,0.18%,20.5,8.8,11.8,31.8,340,1.65,152.6,5040,3.03%,1.0,0.02%,293.7,1.91,0.0000,0.0304,0.0018,0,17,1,525,559,
GZ1833坂田店PH,	244,深圳市场,深圳市,340,27,339,7.94%,100%,257,76.04%,0,0%,17.2,7.4,9.9,25.2,245,1.39,73.8,4830,1.53%,0.0,0%,196.4,1.73,0.0148,0.0385,0.0030,5,13,1,338,340,
GZH580龙城PH,	1299,深圳市场,柳州市,60,1,60,1.67%,88.33%,45,75%,2,3.33%,20.1,8.9,11.2,27.5,54,1.11,31.8,4830,0.66%,76.6,1.59%,78.3,0.77,0.0000,0.0167,0.0000,0,1,0,53,61,
PBJ758清河东店PHHS,	2710,北京市场,北京市,1120,11,1110,0.98%,98.55%,707,63.87%,7,0.63%,12.6,2.7,9.9,26.9,605,1.85,43.7,5040,0.87%,0.0,0%,566.7,1.98,0.0099,0.0145,0.0063,11,16,7,1091,1120,
GZH578长安长青PH,	420,广州市场,东莞市,287,11,287,3.83%,100%,202,70.38%,2,0.7%,17.1,5.3,11.8,26.5,228,1.26,24.1,4830,0.5%,20.1,0.42%,240.3,1.19,0.0000,0.0244,0.0244,0,7,7,287,289,
PBJ280君太店PH,	850,北京市场,北京市,894,81,881,9.06%,93.97%,325,36.97%,15,1.68%,20.0,9.8,10.2,33.5,466,1.92,337.0,5040,6.69%,32.2,0.64%,356.8,2.51,0.0000,0.0114,0.0068,0,10,6,826,896,
GZ2518东方,	2067,深圳市场,海南省直辖县,132,6,132,4.55%,95.45%,64,48.48%,0,0%,19.5,7.5,12.0,30.2,113,1.17,131.5,4823,2.73%,0.0,0%,149.8,0.88,0.1212,0.0985,0.0758,16,13,10,126,132,
GZ1831百年东街店PH,	1486,广州市场,韶关市,157,2,157,1.27%,94.27%,77,49.04%,1,0.64%,19.3,6.1,13.2,31.1,128,1.23,20.1,4830,0.42%,8.1,0.17%,236.3,0.66,0.0000,0.0064,0.0064,0,1,1,148,157,
PBJ140巴沟,	779,北京市场,北京市,135,34,133,25.19%,76.69%,37,27.82%,10,7.41%,25.7,15.7,10.1,40.2,81,1.67,358.3,5040,7.11%,49.1,0.97%,82.5,1.64,0.0602,0.0677,0.1053,8,9,14,102,135,
GYZ001远珍中华广场餐厅,	592,广州市场,广州市,311,91,305,29.26%,90.49%,108,35.41%,10,3.22%,25.3,14.7,10.6,35.3,207,1.50,381.7,5040,7.57%,0.0,0%,151.9,2.05,0.1475,0.1148,0.0459,45,35,14,276,311,
GZ1557淘金路PH,	1931,广州市场,广州市,198,19,198,9.6%,98.48%,98,49.49%,0,0%,20.8,7.6,13.2,33.6,156,1.27,10.9,4830,0.22%,0.0,0%,220.6,0.90,0.0303,0.0859,0.0707,6,17,14,195,198,
GZH547西丽PH,	1591,深圳市场,深圳市,505,98,502,19.41%,89.84%,126,25.1%,5,0.99%,24.8,11.7,13.1,36.8,320,1.58,773.7,5040,15.35%,23.6,0.47%,268.3,1.88,0.0956,0.1773,0.0299,48,89,15,451,505,
PSH252绍兴世贸,	1733,杭州市场,绍兴市,551,80,549,14.52%,98.54%,241,43.9%,0,0%,20.1,10.1,10.0,32.1,346,1.59,323.1,4830,6.69%,3.0,0.06%,287.3,1.92,0.0000,0.0765,0.0018,0,42,1,541,552,
GZ2580吾悦-PH,	1815,深圳市场,海口市,278,4,278,1.44%,98.92%,161,57.91%,2,0.72%,21.3,7.9,13.3,28.8,202,1.38,118.2,4830,2.45%,43.2,0.9%,193.6,1.44,0.0252,0.1151,0.0324,7,32,9,275,278,
GZH597光华,	723,广州市场,茂名市,493,17,492,3.45%,94.67%,199,40.78%,1,0.2%,17.1,5.2,11.9,31.6,311,1.59,53.2,4830,1.1%,15.2,0.32%,322.5,1.53,0.0061,0.0205,0.0102,3,10,5,462,491,
PSH731宁波丽园,	2370,杭州市场,宁波市,1049,138,1040,13.16%,98.46%,594,57.12%,0,0%,17.3,6.3,11.0,29.0,601,1.75,69.9,5040,1.39%,3.7,0.07%,493.9,2.12,0.0000,0.0115,0.0019,0,12,2,1024,1049,
GZ1548南宁淡村PH,	663,深圳市场,南宁市,278,26,277,9.35%,95.29%,111,40.22%,2,0.72%,21.0,9.2,11.8,33.3,199,1.40,235.2,4830,4.87%,66.0,1.37%,193.9,1.43,0.0109,0.0833,0.0072,3,23,2,263,279,
GZ1534人和站PH,	394,广州市场,广州市,261,10,259,3.83%,92.28%,132,50.97%,1,0.38%,18.8,6.1,12.7,30.8,190,1.37,82.8,4830,1.71%,0.0,0%,222.8,1.17,0.0193,0.0618,0.0541,5,16,14,239,261,
GZH738鸿翔店PHHS,	2265,深圳市场,深圳市,801,13,796,1.62%,96.98%,517,64.95%,1,0.12%,14.4,3.4,11.1,27.5,521,1.54,2.1,5040,0.04%,0.0,0%,605.7,1.32,0.0063,0.0226,0.0214,5,18,17,772,801,
GZH723东圃PHHS,	2183,广州市场,广州市,534,30,530,5.62%,98.67%,325,61.55%,4,0.75%,15.3,2.6,12.7,27.5,367,1.46,8.6,5040,0.17%,0.0,0%,391.9,1.36,0.0057,0.0720,0.0114,3,38,6,521,534,
GZ2552儋州夏日PH,	581,深圳市场,儋州市,171,11,171,6.43%,98.22%,87,51.48%,1,0.58%,20.0,9.4,10.6,29.6,142,1.20,104.4,4830,2.16%,52.2,1.08%,165.9,1.03,0.0237,0.0355,0.0592,4,6,10,166,171,
PBJ252房山城关店PH,	289,北京市场,北京市,718,51,714,7.1%,88.1%,314,43.98%,8,1.11%,15.4,6.0,9.3,31.9,408,1.76,195.9,5040,3.89%,8.0,0.16%,355.8,2.02,0.0000,0.0182,0.0084,0,13,6,629,718,
PBJ316龙旺庄PH,	1662,北京市场,北京市,677,16,675,2.36%,98.52%,515,76.3%,2,0.3%,10.7,2.6,8.0,24.7,437,1.55,8.0,4830,0.17%,0.0,0%,402.0,1.68,0.0000,0.0148,0.0044,0,10,3,665,679,
GZH553北方大厦PH,	805,深圳市场,深圳市,544,18,534,3.31%,98.3%,308,58.33%,4,0.74%,20.7,5.6,15.0,28.2,351,1.55,109.9,4830,2.28%,0.0,0%,409.0,1.33,0.0455,0.1269,0.0947,24,67,50,519,544,
